issue_key,software_qualities,impact_severities,severity,type,status,resolution,rule_key,rule_name,file_path,line,end_line,message,effort,clean_code_attribute,clean_code_category,quick_fix_available,tags,author,assignee,creation_date,update_date,rule_description,remediation_guidance,sonar_url
AZy4MziLkrp2L4rdTMjf,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6606,Nullish coalescing should be preferred,app/home/gating/GateSpotlightOverlay.tsx,135,137,"Prefer using nullish coalescing operator (`??=`) instead of an assignment expression, as it is simpler to read.",5min,CONVENTIONAL,CONSISTENT,,"[""es2020"",""nullish-coalescing"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-04T09:33:47+0000,2026-03-04T09:33:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy4MziLkrp2L4rdTMjf&open=AZy4MziLkrp2L4rdTMjf
AZy4MziLkrp2L4rdTMjg,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/gating/GateSpotlightOverlay.tsx,161,167,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-04T09:33:47+0000,2026-03-04T09:33:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy4MziLkrp2L4rdTMjg&open=AZy4MziLkrp2L4rdTMjg
AZy4MziLkrp2L4rdTMjh,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6819,Prefer tag over ARIA role,app/home/gating/GateSpotlightOverlay.tsx,212,233,"Use <dialog> instead of the ""dialog"" role to ensure accessibility across all devices.",5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-03-04T09:33:47+0000,2026-03-04T09:33:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy4MziLkrp2L4rdTMjh&open=AZy4MziLkrp2L4rdTMjh
AZywzHb69SAi947ifG3M,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/SiteProviders.tsx,11,11,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-02T23:04:28+0000,2026-03-02T23:04:34+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZywzHb69SAi947ifG3M&open=AZywzHb69SAi947ifG3M
AZywzHHo9SAi947ifG3J,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/gating/GateBroker.tsx,37,37,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-02T23:04:28+0000,2026-03-02T23:04:34+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZywzHHo9SAi947ifG3J&open=AZywzHHo9SAi947ifG3J
AZywzHHo9SAi947ifG3K,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/home/gating/GateBroker.tsx,59,60,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""type-dependent""]",admin@brendanjohnroch.com,,2026-03-02T23:04:28+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZywzHHo9SAi947ifG3K&open=AZywzHHo9SAi947ifG3K
AZyrRAa3H8mnusrfc_j4,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,sanity/schemaTypes/modulePanels.ts,185,189,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-01T21:17:10+0000,2026-03-09T00:08:41+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyrRAa3H8mnusrfc_j4&open=AZyrRAa3H8mnusrfc_j4
AZyrRAa3H8mnusrfc_j5,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,sanity/schemaTypes/modulePanels.ts,187,189,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-01T21:17:10+0000,2026-03-09T00:08:41+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyrRAa3H8mnusrfc_j5&open=AZyrRAa3H8mnusrfc_j5
AZyo1c8YhUItICoIsyAH,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/ShadowHomeFrame.tsx,17,35,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-01T09:57:30+0000,2026-03-01T09:57:37+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyo1c8YhUItICoIsyAH&open=AZyo1c8YhUItICoIsyAH
AZym_DoLjMuSUnaHk8qF,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/home/player/lyrics/ensureLyricsForTrack.ts,21,21,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-03-01T01:20:39+0000,2026-03-01T01:20:39+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZym_DoLjMuSUnaHk8qF&open=AZym_DoLjMuSUnaHk8qF
AZym_ECpjMuSUnaHk8qI,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,lib/types.ts,127,127,Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.,6min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-03-01T01:20:39+0000,2026-03-01T01:20:39+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZym_ECpjMuSUnaHk8qI&open=AZym_ECpjMuSUnaHk8qI
AZychydeBCWvf0PAM8_h,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/api/stripe/cancel-subscription/route.ts,101,101,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-02-27T00:36:15+0000,2026-02-27T01:34:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZychydeBCWvf0PAM8_h&open=AZychydeBCWvf0PAM8_h
AZy9dLGgQh-IuXSn3Bsr,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/(site)/exegesis/[displayId]/ExegesisTrackClient.tsx,758,760,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-02-26T23:11:07+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZy9dLGgQh-IuXSn3Bsr&open=AZy9dLGgQh-IuXSn3Bsr
AZySC05tUTSi5MH-fFld,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S7780,String literals with escaped backslashes should use `String.raw` template literals,middleware.ts,288,288,`String.raw` should be used to avoid escaping `\`.,5min,CLEAR,INTENTIONAL,,"[""readability""]",admin@brendanjohnroch.com,,2026-02-24T23:44:47+0000,2026-02-24T23:44:47+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZySC05tUTSi5MH-fFld&open=AZySC05tUTSi5MH-fFld
AZyR-T8g6uizPbT_Ry0_,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S7755,"Complex index access patterns should be replaced with "".at()"" method",app/home/PortalTabs.tsx,193,193,Prefer `.at(…)` over `[….length - index]`.,5min,CONVENTIONAL,CONSISTENT,,"[""es2022"",""performance"",""readability"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-24T23:25:04+0000,2026-02-24T23:25:04+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyR-T8g6uizPbT_Ry0_&open=AZyR-T8g6uizPbT_Ry0_
AZyRshgsWrvR0YkASPTA,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S4323,Type aliases should be used,app/(site)/PlayerHost.tsx,29,29,Replace this union type with a type alias.,5min,DISTINCT,ADAPTABLE,,"[""proficiency""]",admin@brendanjohnroch.com,,2026-02-24T22:07:20+0000,2026-02-24T22:07:20+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyRshgsWrvR0YkASPTA&open=AZyRshgsWrvR0YkASPTA
AZyOz7AzqpZc8OiKyP8p,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/(session)/@runtime/SessionRuntime.tsx,17,23,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-24T08:40:56+0000,2026-02-24T08:41:03+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyOz7AzqpZc8OiKyP8p&open=AZyOz7AzqpZc8OiKyP8p
AZyOz7BBqpZc8OiKyP8r,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/(session)/@runtime/album/[slug]/page.tsx,5,7,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-24T08:40:56+0000,2026-02-24T08:41:03+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyOz7BBqpZc8OiKyP8r&open=AZyOz7BBqpZc8OiKyP8r
AZyOz7BKqpZc8OiKyP8s,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/(session)/layout.tsx,68,72,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-24T08:40:56+0000,2026-02-24T08:41:03+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyOz7BKqpZc8OiKyP8s&open=AZyOz7BKqpZc8OiKyP8s
AZyM26KCOXeZGWdnNw9m,"[""MAINTAINABILITY""]","[""HIGH""]",MAJOR,CODE_SMELL,OPEN,,typescript:S7761,"Data attributes should be accessed using "".dataset""",app/home/player/StageInlineHost.tsx,64,64,Prefer `.dataset` over `getAttribute(…)`.,5min,CONVENTIONAL,CONSISTENT,,"[""api"",""dom"",""html""]",admin@brendanjohnroch.com,,2026-02-23T23:34:29+0000,2026-02-23T23:34:29+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyM26KCOXeZGWdnNw9m&open=AZyM26KCOXeZGWdnNw9m
AZyMteG0gh4KZo0tpZQQ,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/player/StageInline.tsx,291,291,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-23T22:53:24+0000,2026-02-23T22:53:24+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyMteG0gh4KZo0tpZQQ&open=AZyMteG0gh4KZo0tpZQQ
AZyMteJlgh4KZo0tpZQR,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6653,Use Object.hasOwn static method instead of hasOwnProperty,app/home/player/lyrics/ensureLyricsForTrack.ts,12,12,Use 'Object.hasOwn()' instead of 'Object.prototype.hasOwnProperty.call()'.,5min,CLEAR,INTENTIONAL,,"[""es2022""]",admin@brendanjohnroch.com,,2026-02-23T22:53:17+0000,2026-02-23T22:53:24+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyMteJlgh4KZo0tpZQR&open=AZyMteJlgh4KZo0tpZQR
AZyMteJlgh4KZo0tpZQT,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/player/lyrics/ensureLyricsForTrack.ts,117,119,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-02-23T22:53:17+0000,2026-02-23T22:53:24+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyMteJlgh4KZo0tpZQT&open=AZyMteJlgh4KZo0tpZQT
AZyJp0uksTm-gnXmCCR4,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/(site)/exegesis/[displayId]/TipTapEditor.tsx,504,504,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-23T08:38:36+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyJp0uksTm-gnXmCCR4&open=AZyJp0uksTm-gnXmCCR4
AZyJp0uksTm-gnXmCCR6,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6644,Ternary operator should not be used instead of simpler alternatives,app/(site)/exegesis/[displayId]/TipTapEditor.tsx,565,567,Unnecessary use of conditional expression for default assignment.,5min,CLEAR,INTENTIONAL,,[],admin@brendanjohnroch.com,,2026-02-23T08:38:36+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyJp0uksTm-gnXmCCR6&open=AZyJp0uksTm-gnXmCCR6
AZyJp0uksTm-gnXmCCR7,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/(site)/exegesis/[displayId]/TipTapEditor.tsx,565,567,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-02-23T08:38:36+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyJp0uksTm-gnXmCCR7&open=AZyJp0uksTm-gnXmCCR7
AZyJp0thsTm-gnXmCCRt,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/TipTapReadOnly.tsx,33,33,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-23T08:38:28+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyJp0thsTm-gnXmCCRt&open=AZyJp0thsTm-gnXmCCRt
AZyJp0lksTm-gnXmCCRq,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/api/exegesis/comment/edit/route.ts,68,68,Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.,16min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-02-23T08:38:28+0000,2026-05-04T23:39:19+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyJp0lksTm-gnXmCCRq&open=AZyJp0lksTm-gnXmCCRq
AZyJp0lksTm-gnXmCCRs,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/api/exegesis/comment/edit/route.ts,174,174,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-23T08:38:28+0000,2026-02-23T08:38:36+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyJp0lksTm-gnXmCCRs&open=AZyJp0lksTm-gnXmCCRs
AZyHmbQvQw9G4jT5U5Nv,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6571,Type constituents of unions and intersections should not be redundant,app/api/exegesis/comment/route.ts,116,116,'unknown' overrides all other types in this union type.,5min,CLEAR,INTENTIONAL,,"[""redundant"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-22T23:04:32+0000,2026-02-22T23:04:32+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyHmbQvQw9G4jT5U5Nv&open=AZyHmbQvQw9G4jT5U5Nv
AZyHQ1s9sTm-gnXmq7QI,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/(site)/exegesis/[displayId]/TipTapEditor.tsx,502,511,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-22T21:30:17+0000,2026-03-09T22:46:13+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyHQ1s9sTm-gnXmq7QI&open=AZyHQ1s9sTm-gnXmq7QI
AZyHQ1e-sTm-gnXmq7Po,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/exegesis/ExegesisAdminClient.tsx,11,11,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-22T21:30:17+0000,2026-02-22T21:30:25+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyHQ1e-sTm-gnXmq7Po&open=AZyHQ1e-sTm-gnXmq7Po
AZyHQ1g_sTm-gnXmq7Ps,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/exegesis/page.tsx,5,7,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-02-22T21:30:17+0000,2026-02-22T21:30:25+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyHQ1g_sTm-gnXmq7Ps&open=AZyHQ1g_sTm-gnXmq7Ps
AZyHQ1jnsTm-gnXmq7Pv,"[""MAINTAINABILITY""]","[""MEDIUM""]",MINOR,CODE_SMELL,OPEN,,typescript:S7772,"Node.js built-in modules should be imported using the ""node:"" protocol",app/api/admin/exegesis/group-map/new-group/route.ts,3,3,Prefer `node:crypto` over `crypto`.,5min,CONVENTIONAL,CONSISTENT,,"[""convention"",""import"",""nodejs""]",admin@brendanjohnroch.com,,2026-02-22T21:30:17+0000,2026-02-22T21:30:25+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyHQ1jnsTm-gnXmq7Pv&open=AZyHQ1jnsTm-gnXmq7Pv
AZyHQ1i-sTm-gnXmq7Pt,"[""MAINTAINABILITY"",""RELIABILITY""]","[""LOW"",""MEDIUM""]",MINOR,CODE_SMELL,OPEN,,typescript:S7773,Number static methods and properties should be preferred over global equivalents,app/api/admin/exegesis/reports/route.ts,32,32,Prefer `Number.NaN` over `NaN`.,2min,CONVENTIONAL,CONSISTENT,,"[""convention"",""es2015""]",admin@brendanjohnroch.com,,2026-02-22T21:30:17+0000,2026-02-22T21:30:25+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyHQ1i-sTm-gnXmq7Pt&open=AZyHQ1i-sTm-gnXmq7Pt
AZyHQ1j7sTm-gnXmq7Pw,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6644,Ternary operator should not be used instead of simpler alternatives,app/api/admin/exegesis/thread/pin/route.ts,48,48,Unnecessary use of conditional expression for default assignment.,5min,CLEAR,INTENTIONAL,,[],admin@brendanjohnroch.com,,2026-02-22T21:30:17+0000,2026-02-22T21:30:25+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyHQ1j7sTm-gnXmq7Pw&open=AZyHQ1j7sTm-gnXmq7Pw
AZyHQ1jOsTm-gnXmq7Pu,"[""MAINTAINABILITY"",""RELIABILITY""]","[""LOW"",""MEDIUM""]",MINOR,CODE_SMELL,OPEN,,typescript:S7773,Number static methods and properties should be preferred over global equivalents,app/api/admin/exegesis/threads/route.ts,27,27,Prefer `Number.NaN` over `NaN`.,2min,CONVENTIONAL,CONSISTENT,,"[""convention"",""es2015""]",admin@brendanjohnroch.com,,2026-02-22T21:30:17+0000,2026-02-22T21:30:25+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyHQ1jOsTm-gnXmq7Pu&open=AZyHQ1jOsTm-gnXmq7Pu
AZyHQ1mXsTm-gnXmq7P3,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/api/exegesis/report/route.ts,81,81,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-02-22T21:30:17+0000,2026-02-22T21:30:25+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyHQ1mXsTm-gnXmq7P3&open=AZyHQ1mXsTm-gnXmq7P3
AZyBcIi2XL1gW6r6mM3N,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/api/exegesis/thread/route.ts,191,191,Refactor this function to reduce its Cognitive Complexity from 42 to the 15 allowed.,32min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-02-21T18:21:47+0000,2026-03-07T09:49:12+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyBcIi2XL1gW6r6mM3N&open=AZyBcIi2XL1gW6r6mM3N
AZyBcIlVXL1gW6r6mM3O,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/api/exegesis/vote/route.ts,303,303,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-02-21T18:21:47+0000,2026-02-21T18:21:47+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZyBcIlVXL1gW6r6mM3O&open=AZyBcIlVXL1gW6r6mM3O
AZx_gSL1oYzXJcJ20hQ6,"[""MAINTAINABILITY""]","[""MEDIUM""]",MINOR,CODE_SMELL,OPEN,,typescript:S7772,"Node.js built-in modules should be imported using the ""node:"" protocol",app/api/exegesis/comment/route.ts,3,3,Prefer `node:crypto` over `crypto`.,5min,CONVENTIONAL,CONSISTENT,,"[""convention"",""import"",""nodejs""]",admin@brendanjohnroch.com,,2026-02-21T09:20:32+0000,2026-02-21T09:20:41+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZx_gSL1oYzXJcJ20hQ6&open=AZx_gSL1oYzXJcJ20hQ6
AZx_gSMHoYzXJcJ20hRC,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/api/exegesis/vote/route.ts,71,71,Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.,19min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-02-21T09:20:32+0000,2026-03-14T08:41:53+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZx_gSMHoYzXJcJ20hRC&open=AZx_gSMHoYzXJcJ20hRC
AZx6AaLth4LBKj9vjMA9,"[""MAINTAINABILITY"",""RELIABILITY""]","[""LOW"",""MEDIUM""]",MINOR,CODE_SMELL,OPEN,,typescript:S7773,Number static methods and properties should be preferred over global equivalents,app/home/player/StageInlineHost.tsx,13,13,Prefer `Number.NaN` over `NaN`.,2min,CONVENTIONAL,CONSISTENT,,"[""convention"",""es2015""]",admin@brendanjohnroch.com,,2026-02-20T07:43:24+0000,2026-02-20T07:43:24+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZx6AaLth4LBKj9vjMA9&open=AZx6AaLth4LBKj9vjMA9
AZx5143Wn0HW8o61kloV,"[""MAINTAINABILITY""]","[""MEDIUM""]",MINOR,CODE_SMELL,OPEN,,typescript:S7750,"Array methods "".find()"" and "".findLast()"" should be preferred over "".filter()"" for single element retrieval",app/home/PortalTabs.tsx,23,23,Prefer `.find(…)` over `.filter(…)`.,5min,EFFICIENT,INTENTIONAL,,"[""performance"",""readability""]",admin@brendanjohnroch.com,,2026-02-20T06:57:27+0000,2026-02-20T06:57:27+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZx5143Wn0HW8o61kloV&open=AZx5143Wn0HW8o61kloV
AZx1U5S0v1YEnt3QB-f6,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,lib/structuredData.ts,77,79,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-02-19T09:54:42+0000,2026-02-19T09:54:51+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZx1U5S0v1YEnt3QB-f6&open=AZx1U5S0v1YEnt3QB-f6
